beneficiary_id,region,household_size,num_loans,avg_loan_amount,on_time_ratio,avg_days_late,max_dpd,num_defaults,avg_kwh_30d,var_kwh_30d,seasonality_index,avg_recharge_amount,recharge_freq_30d,last_recharge_days,bill_on_time_ratio,avg_bill_delay,avg_bill_amount,education_level,occupation,asset_score,default_flag,income_band,region_encoded,education_encoded,occupation_encoded,income_band_encoded,loan_per_household,kwh_per_household,recharge_intensity,payment_reliability,financial_stability
BEN_002883,Rural,5,5,7642.0,0.461,4.8,5,0,33.6,24.3,1.24,79,2,1,0.394,5.6,143,Illiterate,Farmer,2,0,Medium,0,1,0,2,1528.4,6.720000000000001,39.5,0.4275,2.0
BEN_002884,Rural,5,3,11198.0,0.761,9.1,7,0,7.5,4.6,1.45,20,5,15,0.726,4.9,222,Primary,Laborer,1,0,Very Low,0,2,1,3,2239.6,1.5,4.0,0.7435,1.0
BEN_002885,Rural,5,2,7294.0,0.833,24.1,1,0,26.8,20.3,1.19,42,1,3,0.657,0.3,181,Illiterate,Laborer,0,0,Low,0,1,1,1,1458.8,5.36,42.0,0.745,0.0
BEN_002886,Urban,1,3,20440.0,0.73,0.9,38,0,42.5,10.3,2.32,392,3,5,0.709,4.4,50,Graduate,Shopkeeper,7,0,High,1,0,3,0,20440.0,42.5,130.66666666666666,0.7195,7.0
BEN_002887,Rural,4,4,14800.0,0.235,60.2,5,1,27.9,14.4,1.09,182,5,8,0.238,0.2,50,Illiterate,Farmer,1,1,Medium,0,1,0,2,3700.0,6.975,36.4,0.2365,0.5
BEN_002888,Rural,3,2,8019.0,0.89,2.0,6,0,10.5,2.5,1.51,20,4,12,0.858,1.0,50,Illiterate,Laborer,0,0,Low,0,1,1,1,2673.0,3.5,5.0,0.874,0.0
BEN_002889,Urban,4,2,15156.0,0.618,29.4,33,1,57.8,14.5,3.16,245,5,10,0.556,2.0,396,Illiterate,Shopkeeper,2,1,Medium,1,1,3,2,3789.0,14.45,49.0,0.587,1.0
BEN_002890,Urban,6,1,30180.0,0.849,0.5,30,0,77.5,17.2,2.71,134,5,1,0.685,0.4,584,Secondary,Service,2,0,Low,1,3,2,1,5030.0,12.916666666666666,26.8,0.767,2.0
BEN_002891,Rural,4,4,8967.0,0.661,2.8,2,0,5.0,3.4,1.11,20,3,23,0.535,1.3,50,Secondary,Farmer,0,0,Very Low,0,3,0,3,2241.75,1.25,6.666666666666667,0.5980000000000001,0.0
BEN_002892,Rural,4,1,14507.0,0.897,0.4,10,0,5.0,3.0,1.34,35,2,3,0.757,8.0,50,Illiterate,Service,0,0,Very Low,0,1,2,3,3626.75,1.25,17.5,0.827,0.0
BEN_002893,Urban,3,1,35529.0,0.871,1.5,22,0,44.6,7.3,2.42,554,7,3,0.844,5.9,132,Primary,Shopkeeper,10,0,High,1,2,3,0,11843.0,14.866666666666667,79.14285714285714,0.8574999999999999,10.0
BEN_002894,Rural,7,1,11503.0,0.194,28.1,4,0,17.7,9.5,1.92,58,2,6,0.057,4.0,50,Secondary,Farmer,1,1,Very Low,0,3,0,3,1643.2857142857142,2.5285714285714285,29.0,0.1255,1.0
BEN_002895,Rural,4,4,8075.0,0.463,17.9,46,1,6.4,2.5,1.71,71,6,7,0.333,1.3,269,Secondary,Farmer,0,1,Very Low,0,3,0,3,2018.75,1.6,11.833333333333334,0.398,0.0
BEN_002896,Urban,5,5,5816.0,0.847,2.7,33,0,136.3,24.2,1.82,356,6,17,0.799,1.9,265,Illiterate,Service,6,0,High,1,1,2,0,1163.2,27.26,59.333333333333336,0.823,6.0
BEN_002897,Rural,4,4,23800.0,0.922,5.4,5,0,38.4,14.9,1.55,93,4,29,0.793,0.8,50,Graduate,Laborer,3,0,High,0,0,1,0,5950.0,9.6,23.25,0.8575,3.0
BEN_002898,Rural,6,1,7984.0,0.898,1.4,22,0,21.4,5.3,1.47,89,1,15,0.664,3.3,105,Secondary,Farmer,1,0,Medium,0,3,0,2,1330.6666666666667,3.5666666666666664,89.0,0.781,1.0
BEN_002899,Rural,6,4,13200.0,0.7,2.5,29,0,7.5,1.8,0.89,110,2,6,0.613,6.0,131,Primary,Shopkeeper,0,0,Very Low,0,2,3,3,2200.0,1.25,55.0,0.6565,0.0
BEN_002900,Rural,8,2,8590.0,0.564,6.3,0,0,26.4,17.0,1.16,20,1,22,0.664,8.0,50,Secondary,Farmer,0,0,Very Low,0,3,0,3,1073.75,3.3,20.0,0.614,0.0
BEN_002901,Rural,3,2,5267.0,0.273,7.6,3,0,5.0,2.8,1.11,32,3,1,0.211,14.0,50,Primary,Laborer,0,1,Very Low,0,2,1,3,1755.6666666666667,1.6666666666666667,10.666666666666666,0.242,0.0
BEN_002902,Urban,4,5,28063.0,0.923,0.2,6,0,5.0,0.9,2.36,117,4,18,0.837,0.4,50,Secondary,Service,0,0,Very Low,1,3,2,3,7015.75,1.25,29.25,0.88,0.0
BEN_002903,Rural,2,1,14747.0,0.983,0.5,3,0,5.0,3.7,0.8,49,1,1,1.0,0.0,50,Primary,Shopkeeper,0,0,Very Low,0,2,3,3,7373.5,2.5,49.0,0.9915,0.0
BEN_002904,Rural,4,2,5907.0,0.171,38.6,8,0,40.5,25.2,1.27,236,2,0,0.189,0.5,50,Secondary,Laborer,4,1,Medium,0,3,1,2,1476.75,10.125,118.0,0.18,4.0
BEN_002905,Rural,3,1,16256.0,0.821,2.7,13,0,5.0,3.6,1.25,20,1,4,0.739,0.9,50,Graduate,Shopkeeper,2,0,Low,0,0,3,1,5418.666666666667,1.6666666666666667,20.0,0.78,2.0
BEN_002906,Rural,5,2,26041.0,0.646,25.4,3,0,87.2,25.2,1.12,357,2,26,0.599,6.9,616,Graduate,Laborer,6,0,High,0,0,1,0,5208.2,17.44,178.5,0.6225,6.0
BEN_002907,Urban,2,1,58094.0,0.366,22.3,13,0,5.0,1.4,2.58,236,2,30,0.298,17.1,50,Graduate,Service,2,0,Low,1,0,2,1,29047.0,2.5,118.0,0.33199999999999996,2.0
BEN_002908,Rural,7,1,17551.0,0.405,7.2,22,0,24.0,6.3,0.96,20,1,1,0.388,5.4,138,Illiterate,Farmer,2,0,Low,0,1,0,1,2507.285714285714,3.4285714285714284,20.0,0.3965,2.0
BEN_002909,Rural,5,2,22184.0,0.706,14.3,11,0,5.0,4.0,1.2,20,3,8,0.623,1.1,121,Primary,Shopkeeper,2,0,Very Low,0,2,3,3,4436.8,1.0,6.666666666666667,0.6645,2.0
BEN_002910,Rural,3,1,6184.0,0.728,4.2,31,0,29.2,12.1,1.45,170,5,3,0.742,0.5,110,Primary,Shopkeeper,1,0,Medium,0,2,3,2,2061.3333333333335,9.733333333333333,34.0,0.735,1.0
BEN_002911,Rural,3,3,14178.0,0.588,28.0,39,0,5.0,4.0,1.43,20,1,1,0.573,0.7,50,Illiterate,Farmer,0,0,Very Low,0,1,0,3,4726.0,1.6666666666666667,20.0,0.5805,0.0
BEN_002912,Rural,7,1,4365.0,0.821,1.3,7,0,12.5,5.0,1.47,91,1,6,0.758,1.6,50,Secondary,Shopkeeper,4,0,Low,0,3,3,1,623.5714285714286,1.7857142857142858,91.0,0.7895,4.0
BEN_002913,Urban,1,2,129975.15999999997,0.936,1.5,4,0,5.0,1.4,1.46,196,5,4,0.906,0.1,50,Illiterate,Service,1,0,Medium,1,1,2,2,138672.0,5.0,39.2,0.921,1.0
BEN_002914,Urban,4,4,113227.0,0.721,5.9,5,0,140.8,18.5,1.39,703,5,3,0.579,3.7,971,Primary,Shopkeeper,10,0,High,1,2,3,0,28306.75,35.2,140.6,0.6499999999999999,10.0
BEN_002915,Rural,5,2,7517.0,0.988,0.1,5,0,5.0,1.0,1.23,59,5,30,0.932,0.6,85,Illiterate,Farmer,1,0,Very Low,0,1,0,3,1503.4,1.0,11.8,0.96,1.0
BEN_002916,Rural,7,1,6059.0,0.48,6.9,17,0,5.0,2.1,0.94,87,3,8,0.371,2.3,153,Primary,Farmer,2,0,Very Low,0,2,0,3,865.5714285714286,0.7142857142857143,29.0,0.4255,2.0
BEN_002917,Urban,4,2,42179.0,0.79,5.1,26,0,5.0,1.0,1.57,20,4,8,0.754,0.2,50,Primary,Shopkeeper,3,0,Very Low,1,2,3,3,10544.75,1.25,5.0,0.772,3.0
BEN_002918,Urban,2,1,16846.0,0.928,1.0,7,0,32.6,4.4,2.38,273,4,1,0.838,0.7,50,Secondary,Service,5,0,Medium,1,3,2,2,8423.0,16.3,68.25,0.883,5.0
BEN_002919,Rural,6,2,3660.0,0.572,27.4,9,0,7.3,4.4,1.45,172,3,1,0.398,9.4,50,Graduate,Laborer,0,0,Low,0,0,1,1,610.0,1.2166666666666666,57.333333333333336,0.485,0.0
BEN_002920,Rural,8,1,7796.0,0.536,19.6,71,1,33.6,12.3,1.69,181,4,2,0.302,0.9,465,Primary,Laborer,1,1,Medium,0,2,1,2,974.5,4.2,45.25,0.41900000000000004,0.5
BEN_002921,Rural,7,2,4239.0,0.604,0.2,8,1,18.3,14.2,1.31,69,3,10,0.76,1.2,470,Secondary,Farmer,3,1,Low,0,3,0,1,605.5714285714286,2.6142857142857143,23.0,0.6819999999999999,1.5
BEN_002922,Urban,3,5,82201.0,0.962,1.1,3,0,317.9,97.2,1.78,1000,4,8,0.952,0.1,1261,Primary,Service,10,0,High,1,2,2,0,27400.333333333332,105.96666666666665,250.0,0.957,10.0
BEN_002923,Urban,5,1,81483.0,0.862,12.1,20,0,99.1,15.0,2.69,27,4,3,0.699,2.7,837,Graduate,Laborer,9,0,High,1,0,1,0,16296.6,19.82,6.75,0.7805,9.0
BEN_002924,Rural,4,1,4151.0,0.677,0.8,4,0,5.0,1.4,1.21,83,3,9,0.692,0.2,50,Secondary,Farmer,2,0,Low,0,3,0,1,1037.75,1.25,27.666666666666668,0.6845,2.0
BEN_002925,Rural,6,3,11888.0,0.668,2.0,7,0,5.0,1.3,1.62,20,3,3,0.738,1.9,111,Primary,Farmer,0,0,Very Low,0,2,0,3,1981.3333333333333,0.8333333333333334,6.666666666666667,0.7030000000000001,0.0
BEN_002926,Urban,2,5,39049.0,0.675,30.5,24,1,37.9,7.2,2.1,646,1,11,0.645,6.1,50,Graduate,Service,7,1,High,1,0,2,0,19524.5,18.95,646.0,0.66,3.5
BEN_002927,Urban,5,3,12652.0,0.695,3.1,0,0,105.9,17.3,1.44,300,3,5,0.739,5.3,390,Graduate,Service,6,0,High,1,0,2,0,2530.4,21.18,100.0,0.717,6.0
BEN_002928,Urban,2,2,17007.0,0.331,3.6,16,1,117.8,27.5,1.66,582,3,3,0.329,1.0,266,Graduate,Service,10,1,High,1,0,2,0,8503.5,58.9,194.0,0.33,5.0
BEN_002929,Urban,3,5,32256.0,0.795,5.0,26,0,65.3,19.7,1.86,289,3,5,0.734,3.8,143,Primary,Service,3,0,High,1,2,2,0,10752.0,21.766666666666666,96.33333333333333,0.7645,3.0
BEN_002930,Rural,5,2,8628.0,0.849,1.2,24,0,5.0,2.8,0.99,39,2,12,0.79,1.8,90,Illiterate,Farmer,1,0,Low,0,1,0,1,1725.6,1.0,19.5,0.8195,1.0
BEN_002931,Rural,4,3,25449.0,0.687,9.4,21,0,19.3,8.2,1.58,79,1,3,0.604,3.1,50,Illiterate,Farmer,1,0,Low,0,1,0,1,6362.25,4.825,79.0,0.6455,1.0
BEN_002932,Rural,4,2,4386.0,0.754,12.8,29,0,23.9,8.3,1.57,135,2,3,0.637,7.5,129,Illiterate,Laborer,3,0,Medium,0,1,1,2,1096.5,5.975,67.5,0.6955,3.0
BEN_002933,Rural,4,1,4055.0,0.951,0.3,2,0,20.7,7.1,0.92,84,2,5,0.939,0.1,193,Illiterate,Farmer,0,0,Very Low,0,1,0,3,1013.75,5.175,42.0,0.945,0.0
BEN_002934,Rural,3,1,2767.0,0.591,13.0,16,0,12.2,8.8,1.52,111,4,2,0.534,4.9,136,Primary,Farmer,2,0,Medium,0,2,0,2,922.3333333333334,4.066666666666666,27.75,0.5625,2.0
BEN_002935,Urban,3,3,12349.0,0.72,11.9,11,0,46.3,10.7,1.66,433,4,3,0.461,2.1,50,Primary,Laborer,6,0,Medium,1,2,1,2,4116.333333333333,15.433333333333332,108.25,0.5905,6.0
BEN_002936,Rural,3,1,7509.0,0.922,0.1,9,0,11.6,7.7,0.83,20,4,3,0.675,2.2,138,Graduate,Laborer,1,0,Very Low,0,0,1,3,2503.0,3.8666666666666667,5.0,0.7985,1.0
BEN_002937,Urban,3,2,32077.0,0.781,2.1,20,0,76.8,18.9,2.23,334,5,0,0.788,1.9,50,Secondary,Service,3,0,High,1,3,2,0,10692.333333333334,25.599999999999998,66.8,0.7845,3.0
BEN_002938,Rural,5,1,17572.0,0.581,2.7,6,0,9.5,5.9,1.24,91,1,2,0.434,0.9,50,Primary,Laborer,1,0,Low,0,2,1,1,3514.4,1.9,91.0,0.5075,1.0
BEN_002939,Urban,3,1,67757.0,0.983,0.2,6,0,203.7,71.6,1.15,873,4,4,0.808,0.1,787,Illiterate,Service,10,0,High,1,1,2,0,22585.666666666668,67.89999999999999,218.25,0.8955,10.0
BEN_002940,Rural,8,1,24920.0,0.948,1.0,6,0,57.3,26.2,1.38,65,1,13,0.932,1.4,50,Primary,Laborer,3,0,Medium,0,2,1,2,3115.0,7.1625,65.0,0.94,3.0
BEN_002941,Rural,5,4,11530.0,0.605,8.8,31,1,5.0,2.8,1.24,73,2,8,0.677,2.8,463,Secondary,Laborer,0,1,Very Low,0,3,1,3,2306.0,1.0,36.5,0.641,0.0
BEN_002942,Rural,4,1,13520.0,0.321,28.4,9,1,13.3,7.5,1.37,106,3,0,0.316,9.8,50,Secondary,Farmer,2,1,Medium,0,3,0,2,3380.0,3.325,35.333333333333336,0.3185,1.0
BEN_002943,Rural,4,1,16826.0,0.599,14.8,24,0,12.2,8.5,0.81,84,1,3,0.512,1.7,50,Graduate,Farmer,0,0,Very Low,0,0,0,3,4206.5,3.05,84.0,0.5555,0.0
BEN_002944,Urban,3,3,54273.0,0.777,19.4,3,0,95.2,24.7,0.98,530,4,13,0.792,2.6,1064,Graduate,Shopkeeper,6,0,High,1,0,3,0,18091.0,31.733333333333334,132.5,0.7845,6.0
BEN_002945,Urban,4,1,12660.0,0.619,8.0,6,0,89.7,17.2,1.44,538,5,29,0.503,0.0,50,Primary,Service,6,0,High,1,2,2,0,3165.0,22.425,107.6,0.5609999999999999,6.0
BEN_002946,Rural,3,4,12566.0,0.603,19.8,0,1,24.9,14.5,1.18,114,1,2,0.526,0.9,50,Primary,Service,3,1,Medium,0,2,2,2,4188.666666666667,8.299999999999999,114.0,0.5645,1.5
BEN_002947,Rural,5,1,26876.0,0.891,4.4,13,0,5.0,2.8,1.25,20,2,5,0.944,0.1,101,Primary,Farmer,0,0,Low,0,2,0,1,5375.2,1.0,10.0,0.9175,0.0
BEN_002948,Rural,6,3,18399.0,0.596,7.5,0,1,20.2,13.8,1.36,20,3,9,0.374,11.1,82,Secondary,Farmer,1,1,Low,0,3,0,1,3066.5,3.3666666666666667,6.666666666666667,0.485,0.5
BEN_002949,Rural,4,2,13879.0,0.809,4.7,9,0,18.0,9.5,1.83,20,3,4,0.599,2.5,50,Primary,Shopkeeper,0,0,Very Low,0,2,3,3,3469.75,4.5,6.666666666666667,0.704,0.0
BEN_002950,Urban,3,5,36117.0,0.653,2.9,25,0,186.0,58.4,2.29,991,1,22,0.702,0.4,790,Secondary,Laborer,10,0,High,1,3,1,0,12039.0,62.0,991.0,0.6775,10.0
BEN_002951,Urban,4,1,66660.0,0.706,18.1,3,0,33.0,11.0,1.65,157,4,4,0.76,0.8,346,Illiterate,Laborer,1,0,Medium,1,1,1,2,16665.0,8.25,39.25,0.733,1.0
BEN_002952,Rural,5,1,12153.0,0.396,2.8,12,0,5.0,2.6,1.28,65,4,2,0.432,1.7,50,Graduate,Service,0,0,Very Low,0,0,2,3,2430.6,1.0,16.25,0.41400000000000003,0.0
BEN_002953,Urban,5,3,18960.0,0.821,7.2,91,2,12.7,3.3,2.26,93,1,1,0.688,1.9,50,Graduate,Laborer,0,1,Very Low,1,0,1,3,3792.0,2.54,93.0,0.7545,0.0
BEN_002954,Rural,6,1,2569.0,0.702,0.3,70,0,24.6,16.3,0.82,76,4,11,0.62,2.9,50,Secondary,Shopkeeper,1,0,Low,0,3,3,1,428.1666666666667,4.1000000000000005,19.0,0.661,1.0
BEN_002955,Urban,5,6,16730.0,0.839,0.6,31,1,163.6,41.2,1.9,399,6,3,0.847,0.8,247,Illiterate,Laborer,9,1,High,1,1,1,0,3346.0,32.72,66.5,0.843,4.5
BEN_002956,Rural,3,5,8113.0,0.736,6.9,3,1,42.6,11.6,0.97,115,4,11,0.65,6.7,50,Primary,Service,4,1,High,0,2,2,0,2704.3333333333335,14.200000000000001,28.75,0.6930000000000001,2.0
BEN_002957,Urban,2,2,38303.0,0.979,1.4,15,0,77.0,15.1,1.29,441,3,8,0.77,7.2,237,Primary,Shopkeeper,7,0,High,1,2,3,0,19151.5,38.5,147.0,0.8745,7.0
BEN_002958,Urban,4,2,27023.0,0.424,0.3,23,1,46.6,10.3,1.58,359,5,20,0.217,3.8,254,Graduate,Service,2,1,Medium,1,0,2,2,6755.75,11.65,71.8,0.3205,1.0
BEN_002959,Rural,4,2,9816.0,0.603,1.5,17,0,17.6,12.6,0.8,146,1,1,0.555,0.2,83,Illiterate,Farmer,4,0,Low,0,1,0,1,2454.0,4.4,146.0,0.579,4.0
BEN_002960,Urban,4,4,26212.0,0.931,0.7,8,0,61.5,16.6,1.33,230,4,0,0.894,1.2,50,Primary,Service,3,0,Medium,1,2,2,2,6553.0,15.375,57.5,0.9125000000000001,3.0
BEN_002961,Rural,6,2,9948.0,0.918,0.8,1,0,15.2,8.1,1.28,20,3,3,0.873,0.7,182,Primary,Laborer,2,0,Very Low,0,2,1,3,1658.0,2.533333333333333,6.666666666666667,0.8955,2.0
BEN_002962,Rural,5,1,10900.0,0.784,14.2,13,0,38.6,25.4,1.51,82,2,2,0.586,0.4,185,Primary,Farmer,2,0,Medium,0,2,0,2,2180.0,7.720000000000001,41.0,0.685,2.0
BEN_002963,Rural,3,4,8655.0,0.671,6.3,17,0,6.8,4.1,1.23,20,4,11,0.781,4.9,50,Secondary,Farmer,0,0,Very Low,0,3,0,3,2885.0,2.2666666666666666,5.0,0.726,0.0
BEN_002964,Urban,3,6,19246.0,0.787,4.4,11,0,179.2,40.1,0.8,1000,5,1,0.751,1.4,1262,Graduate,Laborer,10,0,High,1,0,1,0,6415.333333333333,59.73333333333333,200.0,0.769,10.0
BEN_002965,Urban,3,2,13404.0,0.812,0.4,3,0,78.2,21.0,2.69,330,3,2,0.803,0.3,195,Primary,Service,5,0,High,1,2,2,0,4468.0,26.066666666666666,110.0,0.8075000000000001,5.0
BEN_002966,Urban,3,3,15154.0,0.56,0.5,47,1,232.3,44.6,1.71,1000,4,3,0.562,0.4,596,Illiterate,Laborer,10,1,High,1,1,1,0,5051.333333333333,77.43333333333334,250.0,0.561,5.0
BEN_002967,Urban,3,1,25596.0,0.841,0.5,0,0,80.2,15.4,1.29,346,2,3,0.632,2.7,236,Secondary,Service,6,0,High,1,3,2,0,8532.0,26.733333333333334,173.0,0.7364999999999999,6.0
BEN_002968,Rural,4,3,3363.0,0.76,7.1,19,0,52.4,21.4,1.07,178,1,4,0.843,0.7,249,Primary,Shopkeeper,3,0,Medium,0,2,3,2,840.75,13.1,178.0,0.8015,3.0
BEN_002969,Urban,5,5,100126.0,0.943,1.6,2,0,91.4,24.5,2.2,233,5,8,0.891,0.8,867,Secondary,Service,3,0,Medium,1,3,2,2,20025.2,18.28,46.6,0.917,3.0
BEN_002970,Rural,5,4,3946.0,0.508,16.1,13,1,14.8,8.7,1.01,70,3,5,0.418,4.0,50,Graduate,Farmer,1,1,Low,0,0,0,1,789.2,2.96,23.333333333333332,0.46299999999999997,0.5
BEN_002971,Rural,4,2,8317.0,0.771,4.5,7,0,5.0,3.6,1.73,20,6,1,0.675,1.0,92,Graduate,Shopkeeper,0,0,Very Low,0,0,3,3,2079.25,1.25,3.3333333333333335,0.7230000000000001,0.0
BEN_002972,Rural,6,3,20025.0,0.916,1.8,3,0,48.9,13.5,1.36,91,1,0,0.79,0.8,50,Illiterate,Laborer,1,0,Medium,0,1,1,2,3337.5,8.15,91.0,0.853,1.0
BEN_002973,Urban,5,1,31667.0,0.744,2.8,5,0,198.4,31.1,2.09,574,2,12,0.863,2.6,1458,Primary,Shopkeeper,10,0,High,1,2,3,0,6333.4,39.68,287.0,0.8035,10.0
BEN_002974,Urban,4,3,22082.0,0.847,10.7,5,1,104.5,19.2,1.07,468,3,3,0.709,2.4,878,Primary,Service,8,1,High,1,2,2,0,5520.5,26.125,156.0,0.778,4.0
BEN_002975,Rural,2,3,3652.0,0.566,28.3,3,0,7.3,4.1,1.38,122,3,10,0.615,2.4,255,Primary,Service,2,1,Medium,0,2,2,2,1826.0,3.65,40.666666666666664,0.5905,2.0
BEN_002976,Rural,3,2,11860.0,0.798,6.9,5,0,9.5,6.2,1.54,142,7,4,0.795,3.7,170,Graduate,Farmer,2,0,Medium,0,0,0,2,3953.3333333333335,3.1666666666666665,20.285714285714285,0.7965,2.0
BEN_002977,Urban,3,1,68494.0,0.941,2.6,1,0,66.3,23.7,2.56,302,2,7,0.887,1.0,135,Primary,Service,5,0,High,1,2,2,0,22831.333333333332,22.099999999999998,151.0,0.9139999999999999,5.0
BEN_002978,Rural,4,4,19151.0,0.837,1.2,26,1,5.0,3.2,1.26,30,3,14,0.765,0.5,430,Graduate,Farmer,0,1,Low,0,0,0,1,4787.75,1.25,10.0,0.8009999999999999,0.0
BEN_002979,Urban,6,3,31357.0,0.272,31.8,5,1,100.7,32.2,2.16,20,3,30,0.299,2.4,363,Secondary,Shopkeeper,5,1,Medium,1,3,3,2,5226.166666666667,16.783333333333335,6.666666666666667,0.2855,2.5
BEN_002980,Urban,4,7,19781.0,0.745,5.6,3,1,61.0,9.9,1.1,157,1,2,0.759,4.9,866,Illiterate,Laborer,2,1,Medium,1,1,1,2,4945.25,15.25,157.0,0.752,1.0
BEN_002981,Rural,7,2,6935.0,0.778,16.1,17,0,33.0,16.5,1.45,39,4,2,0.743,1.0,91,Primary,Laborer,2,0,Medium,0,2,1,2,990.7142857142857,4.714285714285714,9.75,0.7605,2.0
BEN_002982,Rural,6,2,7983.0,0.721,6.3,6,1,74.1,32.0,1.16,296,1,16,0.523,2.4,360,Illiterate,Laborer,7,1,High,0,1,1,0,1330.5,12.35,296.0,0.622,3.5
BEN_002983,Urban,3,3,29309.0,0.66,22.0,20,0,55.7,13.9,2.13,252,1,15,0.562,4.9,50,Secondary,Service,0,0,Medium,1,3,2,2,9769.666666666666,18.566666666666666,252.0,0.611,0.0
BEN_002984,Urban,5,4,42483.0,0.677,5.8,5,0,155.4,21.2,1.69,509,2,2,0.741,1.1,1234,Secondary,Service,10,0,High,1,3,2,0,8496.6,31.080000000000002,254.5,0.7090000000000001,10.0
BEN_002985,Rural,7,1,8828.0,0.413,8.5,2,0,47.5,29.6,1.23,46,1,6,0.482,1.6,50,Secondary,Farmer,3,1,Low,0,3,0,1,1261.142857142857,6.785714285714286,46.0,0.4475,3.0
BEN_002986,Urban,2,3,22389.0,0.855,1.6,44,0,71.1,25.8,1.49,832,4,1,0.975,0.0,234,Graduate,Service,8,0,High,1,0,2,0,11194.5,35.55,208.0,0.915,8.0
BEN_002987,Rural,4,1,14316.0,0.691,3.3,12,0,20.3,9.5,0.92,20,4,1,0.623,1.5,140,Primary,Laborer,1,0,Low,0,2,1,1,3579.0,5.075,5.0,0.657,1.0
BEN_002988,Rural,6,2,7855.0,0.681,3.8,5,0,64.9,41.6,1.54,246,3,2,0.506,13.0,348,Primary,Laborer,5,0,High,0,2,1,0,1309.1666666666667,10.816666666666668,82.0,0.5935,5.0
BEN_002989,Urban,2,2,51776.0,0.893,0.3,15,0,5.0,1.4,2.08,124,1,1,0.827,2.8,50,Graduate,Service,0,0,Very Low,1,0,2,3,25888.0,2.5,124.0,0.86,0.0
BEN_002990,Urban,4,3,7926.0,0.895,0.4,2,1,36.5,4.8,2.2,213,7,8,0.924,0.3,247,Secondary,Laborer,3,1,Medium,1,3,1,2,1981.5,9.125,30.428571428571427,0.9095,1.5
BEN_002991,Rural,7,4,13047.0,0.878,7.9,2,0,48.8,19.9,1.61,101,1,2,0.77,1.0,50,Secondary,Laborer,1,0,Medium,0,3,1,2,1863.857142857143,6.971428571428571,101.0,0.8240000000000001,1.0
BEN_002992,Urban,5,1,19651.0,0.838,5.1,10,0,5.5,1.0,1.79,20,2,2,0.876,0.7,50,Graduate,Service,2,0,Very Low,1,0,2,3,3930.2,1.1,10.0,0.857,2.0
BEN_002993,Rural,4,3,17683.0,0.367,7.8,2,1,5.0,2.9,0.99,27,2,7,0.306,39.6,50,Secondary,Laborer,1,1,Very Low,0,3,1,3,4420.75,1.25,13.5,0.3365,0.5
BEN_002994,Rural,8,2,5324.0,0.924,0.6,4,0,110.2,53.1,1.17,271,8,3,0.89,0.1,132,Primary,Farmer,6,0,High,0,2,0,0,665.5,13.775,33.875,0.907,6.0
BEN_002995,Rural,7,3,27308.0,0.565,4.6,11,0,20.2,15.3,1.28,20,2,12,0.44,6.0,50,Primary,Laborer,0,0,Very Low,0,2,1,3,3901.1428571428573,2.8857142857142857,10.0,0.5025,0.0
BEN_002996,Urban,2,1,27901.0,0.846,6.2,5,0,40.5,11.7,2.33,20,3,5,0.734,3.1,50,Primary,Service,3,0,Medium,1,2,2,2,13950.5,20.25,6.666666666666667,0.79,3.0
BEN_002997,Rural,8,1,7491.0,0.611,2.8,23,0,41.2,21.8,0.81,52,1,4,0.623,4.1,80,Secondary,Laborer,2,0,Medium,0,3,1,2,936.375,5.15,52.0,0.617,2.0
BEN_002998,Rural,7,4,12787.0,0.757,0.0,11,0,50.9,22.1,1.24,131,5,7,0.76,1.4,50,Illiterate,Farmer,4,0,Medium,0,1,0,2,1826.7142857142858,7.271428571428571,26.2,0.7585,4.0
BEN_002999,Rural,6,1,5118.0,0.498,27.5,21,0,31.3,15.8,1.18,140,5,8,0.433,0.6,302,Primary,Farmer,2,1,Medium,0,2,0,2,853.0,5.216666666666667,28.0,0.4655,2.0
BEN_003000,Urban,4,5,72618.0,0.832,6.4,15,0,76.4,20.1,1.4,191,4,19,0.778,6.4,493,Secondary,Service,1,0,Medium,1,3,2,2,18154.5,19.1,47.75,0.8049999999999999,1.0
BEN_003001,Rural,7,4,5995.0,0.77,15.0,15,0,5.0,1.9,1.48,20,5,10,0.623,5.0,50,Illiterate,Laborer,1,0,Very Low,0,1,1,3,856.4285714285714,0.7142857142857143,4.0,0.6965,1.0
BEN_003002,Urban,3,4,26319.0,0.914,1.5,2,1,52.3,8.6,2.21,338,6,11,0.844,3.3,437,Illiterate,Service,3,1,High,1,1,2,0,8773.0,17.433333333333334,56.333333333333336,0.879,1.5
BEN_003003,Rural,4,2,5428.0,0.789,6.5,10,0,6.8,4.3,1.13,104,3,5,0.757,0.2,50,Graduate,Farmer,1,0,Very Low,0,0,0,3,1357.0,1.7,34.666666666666664,0.773,1.0
BEN_003004,Rural,6,3,20069.0,0.945,7.1,4,0,30.2,7.2,1.77,28,6,10,0.706,1.1,196,Primary,Shopkeeper,2,0,Low,0,2,3,1,3344.8333333333335,5.033333333333333,4.666666666666667,0.8254999999999999,2.0
BEN_003005,Rural,4,3,13937.0,0.968,4.9,12,0,26.8,19.6,0.9,79,2,6,0.75,0.8,87,Secondary,Laborer,1,0,Medium,0,3,1,2,3484.25,6.7,39.5,0.859,1.0
BEN_003006,Urban,4,2,40480.0,0.912,13.8,1,0,77.6,23.1,1.85,417,5,4,0.934,0.8,225,Secondary,Service,7,0,High,1,3,2,0,10120.0,19.4,83.4,0.923,7.0
